,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
2020-09-28,0.0,476.0,323.0,366.0,270.0,0.0,0.0,84.0,16.0,8.0,7.0,8.0,0.0,0.0,0.0,28.0,5.0,10.0,4.0,0.0,0.0,7.0,3.0,6.0,3.0,3.0,0.0,0.0,5.0,5.0,3.0,6.0,3.0,0.0,0.0,7.0,0.0,4.0,2.0,3.0,0.0,0.0,7.0,1.0,3.0,2.0,8.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-29,0.0,1205.0,1210.0,865.0,0.0,0.0,300.0,95.0,30.0,17.0,14.0,0.0,0.0,0.0,33.0,11.0,8.0,10.0,0.0,0.0,16.0,10.0,14.0,83.0,8.0,0.0,0.0,14.0,8.0,11.0,10.0,6.0,0.0,0.0,14.0,2.0,7.0,7.0,3.0,0.0,0.0,7.0,2.0,4.0,5.0,10.0,0.0,0.0,8.0,4.0,7.0,4.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-30,0.0,952.0,1005.0,0.0,0.0,893.0,151.0,28.0,20.0,20.0,0.0,0.0,0.0,75.0,9.0,7.0,15.0,0.0,0.0,5.0,1.0,14.0,74.0,3.0,0.0,0.0,9.0,5.0,12.0,11.0,6.0,0.0,0.0,11.0,1.0,3.0,9.0,6.0,0.0,0.0,9.0,4.0,3.0,2.0,1.0,0.0,0.0,9.0,5.0,4.0,5.0,7.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,1005.0,0.0,0.0,1157.0,171.0,35.0,31.0,23.0,0.0,0.0,0.0,123.0,12.0,15.0,18.0,0.0,0.0,12.0,4.0,10.0,116.0,7.0,0.0,0.0,12.0,7.0,9.0,5.0,6.0,0.0,0.0,13.0,2.0,5.0,8.0,8.0,0.0,0.0,5.0,3.0,10.0,3.0,6.0,0.0,0.0,10.0,4.0,6.0,3.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,0.0,0.0,0.0,2526.0,310.0,104.0,42.0,39.0,0.0,0.0,0.0,156.0,13.0,18.0,33.0,0.0,0.0,2.0,10.0,10.0,173.0,27.0,0.0,0.0,11.0,10.0,8.0,6.0,11.0,0.0,0.0,14.0,2.0,11.0,27.0,16.0,0.0,0.0,27.0,5.0,9.0,8.0,5.0,0.0,0.0,7.0,1.0,4.0,2.0,5.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-03,0.0,0.0,637.0,67.0,98.0,14.0,16.0,0.0,0.0,0.0,30.0,2.0,10.0,3.0,0.0,0.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-04,0.0,162.0,91.0,66.0,28.0,26.0,0.0,0.0,0.0,31.0,5.0,8.0,3.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-05,0.0,1220.0,202.0,153.0,81.0,0.0,0.0,0.0,204.0,14.0,27.0,33.0,0.0,0.0,22.0,10.0,9.0,7.0,12.0,0.0,0.0,14.0,1.0,2.0,2.0,9.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,8.0,0.0,2.0,5.0,5.0,0.0,0.0,10.0,3.0,5.0,3.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-06,0.0,1746.0,485.0,82.0,0.0,0.0,0.0,360.0,29.0,25.0,51.0,0.0,0.0,27.0,13.0,16.0,33.0,13.0,0.0,0.0,9.0,8.0,14.0,9.0,8.0,0.0,0.0,8.0,0.0,11.0,9.0,8.0,0.0,0.0,9.0,3.0,20.0,11.0,4.0,0.0,0.0,4.0,5.0,5.0,4.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-07,0.0,1737.0,243.0,0.0,0.0,0.0,437.0,56.0,41.0,55.0,0.0,0.0,38.0,20.0,18.0,23.0,17.0,0.0,0.0,11.0,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,7.0,6.0,2.0,0.0,0.0,9.0,2.0,6.0,5.0,9.0,0.0,0.0,9.0,4.0,5.0,5.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-08,0.0,1428.0,0.0,0.0,0.0,755.0,127.0,62.0,69.0,0.0,0.0,38.0,18.0,24.0,22.0,17.0,0.0,0.0,16.0,4.0,10.0,5.0,5.0,0.0,0.0,12.0,1.0,9.0,11.0,6.0,0.0,0.0,10.0,6.0,7.0,10.0,7.0,0.0,0.0,8.0,3.0,6.0,7.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.0,0.0,0.0,0.0,2135.0,171.0,164.0,59.0,0.0,0.0,80.0,13.0,24.0,33.0,17.0,0.0,0.0,25.0,6.0,18.0,10.0,16.0,0.0,0.0,9.0,1.0,7.0,0.0,6.0,0.0,0.0,11.0,3.0,7.0,5.0,2.0,0.0,0.0,13.0,3.0,6.0,3.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,0.0,0.0,0.0,430.0,61.0,55.0,7.0,0.0,0.0,15.0,2.0,3.0,3.0,5.0,0.0,0.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,347.0,56.0,56.0,6.0,0.0,0.0,10.0,5.0,3.0,3.0,3.0,0.0,0.0,5.0,2.0,4.0,2.0,5.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,309.0,43.0,69.0,23.0,0.0,0.0,23.0,5.0,4.0,2.0,3.0,0.0,0.0,6.0,2.0,5.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,0.0,1602.0,166.0,234.0,0.0,0.0,242.0,22.0,52.0,47.0,27.0,0.0,0.0,33.0,5.0,12.0,8.0,15.0,0.0,0.0,13.0,3.0,7.0,16.0,9.0,0.0,0.0,12.0,3.0,5.0,4.0,2.0,0.0,0.0,11.0,2.0,2.0,4.0,4.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14,0.0,1633.0,446.0,0.0,0.0,219.0,48.0,61.0,51.0,30.0,0.0,0.0,48.0,22.0,17.0,10.0,10.0,0.0,0.0,16.0,2.0,4.0,10.0,6.0,0.0,0.0,12.0,7.0,7.0,6.0,1.0,0.0,0.0,3.0,0.0,12.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15,0.0,1548.0,0.0,0.0,403.0,99.0,78.0,64.0,37.0,0.0,0.0,47.0,14.0,17.0,13.0,13.0,0.0,0.0,19.0,1.0,6.0,11.0,8.0,0.0,0.0,11.0,3.0,9.0,5.0,6.0,0.0,0.0,5.0,7.0,4.0,6.0,6.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,0.0,0.0,0.0,1886.0,243.0,122.0,57.0,49.0,0.0,0.0,71.0,23.0,24.0,17.0,15.0,0.0,0.0,18.0,1.0,11.0,11.0,7.0,0.0,0.0,18.0,2.0,12.0,10.0,5.0,0.0,0.0,11.0,4.0,7.0,6.0,2.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,0.0,0.0,380.0,63.0,47.0,10.0,19.0,0.0,0.0,11.0,4.0,5.0,9.0,3.0,0.0,0.0,4.0,0.0,9.0,3.0,2.0,0.0,0.0,6.0,1.0,1.0,3.0,4.0,0.0,0.0,7.0,1.0,4.0,3.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-18,0.0,232.0,19.0,63.0,14.0,8.0,0.0,0.0,7.0,4.0,8.0,3.0,7.0,0.0,0.0,8.0,0.0,4.0,4.0,2.0,0.0,0.0,7.0,2.0,5.0,5.0,1.0,0.0,0.0,3.0,0.0,6.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,0.0,920.0,629.0,190.0,128.0,0.0,0.0,91.0,18.0,29.0,32.0,14.0,0.0,0.0,22.0,4.0,8.0,17.0,6.0,0.0,0.0,8.0,3.0,7.0,4.0,7.0,0.0,0.0,9.0,7.0,2.0,2.0,6.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,0.0,1576.0,202.0,172.0,0.0,0.0,142.0,42.0,52.0,47.0,29.0,0.0,0.0,43.0,5.0,14.0,16.0,19.0,0.0,0.0,20.0,10.0,10.0,16.0,7.0,0.0,0.0,5.0,11.0,5.0,5.0,3.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-21,0.0,1506.0,187.0,0.0,0.0,241.0,58.0,46.0,65.0,32.0,0.0,0.0,36.0,2.0,12.0,9.0,16.0,0.0,0.0,19.0,5.0,10.0,12.0,3.0,0.0,0.0,7.0,7.0,6.0,9.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.0,1360.0,0.0,0.0,168.0,156.0,75.0,86.0,30.0,0.0,0.0,33.0,3.0,40.0,24.0,25.0,0.0,0.0,27.0,3.0,16.0,16.0,8.0,0.0,0.0,13.0,3.0,4.0,7.0,5.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,0.0,0.0,0.0,1632.0,111.0,191.0,70.0,45.0,0.0,0.0,46.0,3.0,54.0,23.0,27.0,0.0,0.0,28.0,7.0,7.0,9.0,18.0,0.0,0.0,9.0,8.0,8.0,3.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-24,0.0,0.0,313.0,28.0,61.0,22.0,6.0,0.0,0.0,10.0,3.0,16.0,4.0,4.0,0.0,0.0,6.0,0.0,5.0,5.0,6.0,0.0,0.0,6.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-25,0.0,223.0,27.0,64.0,11.0,13.0,0.0,0.0,11.0,2.0,2.0,11.0,7.0,0.0,0.0,4.0,2.0,3.0,10.0,7.0,0.0,0.0,9.0,4.0,2.0,4.0,4.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
